2018/7/22 0:10	2
2018/7/22 0:35	1
2018/7/22 0:45	1
2018/7/22 1:00	1
2018/7/22 1:20	1
2018/7/22 1:30	1
2018/7/22 2:10	1
2018/7/22 2:20	1
2018/7/22 2:50	1
2018/7/22 3:00	1
2018/7/22 3:20	1
2018/7/22 4:05	1
2018/7/22 5:00	2
2018/7/22 5:05	1
2018/7/22 5:30	1
2018/7/22 5:35	1
2018/7/22 5:40	2
2018/7/22 5:45	1
2018/7/22 5:50	1
2018/7/22 5:55	1
2018/7/22 6:00	1
2018/7/22 6:10	2
2018/7/22 6:20	1
2018/7/22 6:30	2
2018/7/22 6:45	2
2018/7/22 6:50	1
2018/7/22 7:00	2
2018/7/22 7:05	2
2018/7/22 7:15	1
2018/7/22 7:20	1
2018/7/22 7:25	3
2018/7/22 7:30	2
2018/7/22 7:35	3
2018/7/22 7:40	1
2018/7/22 7:45	2
2018/7/22 7:50	4
2018/7/22 7:55	4
2018/7/22 8:00	1
2018/7/22 8:05	2
2018/7/22 8:10	4
2018/7/22 8:15	3
2018/7/22 8:25	4
2018/7/22 8:30	3
2018/7/22 8:35	2
2018/7/22 8:40	3
2018/7/22 8:45	6
2018/7/22 8:50	1
2018/7/22 8:55	2
2018/7/22 9:00	3
2018/7/22 9:05	6
2018/7/22 9:10	1
2018/7/22 9:15	8
2018/7/22 9:20	4
2018/7/22 9:25	5
2018/7/22 9:30	1
2018/7/22 9:35	8
2018/7/22 9:45	3
2018/7/22 9:50	2
2018/7/22 9:55	2
2018/7/22 10:00	3
2018/7/22 10:05	4
2018/7/22 10:10	5
2018/7/22 10:15	4
2018/7/22 10:20	4
2018/7/22 10:25	1
2018/7/22 10:30	3
2018/7/22 10:35	5
2018/7/22 10:40	5
2018/7/22 10:45	4
2018/7/22 10:50	6
2018/7/22 11:00	3
2018/7/22 11:05	1
2018/7/22 11:10	4
2018/7/22 11:15	2
2018/7/22 11:20	1
2018/7/22 11:25	4
2018/7/22 11:30	2
2018/7/22 11:35	3
2018/7/22 11:40	1
2018/7/22 11:45	4
2018/7/22 11:50	2
2018/7/22 11:55	2
2018/7/22 12:00	3
2018/7/22 12:05	5
2018/7/22 12:10	2
2018/7/22 12:15	5
2018/7/22 12:20	1
2018/7/22 12:25	5
2018/7/22 12:30	2
2018/7/22 12:35	4
2018/7/22 12:40	3
2018/7/22 12:45	1
2018/7/22 12:50	2
2018/7/22 12:55	4
2018/7/22 13:05	1
2018/7/22 13:10	3
2018/7/22 13:15	2
2018/7/22 13:20	1
2018/7/22 13:25	3
2018/7/22 13:30	4
2018/7/22 13:35	2
2018/7/22 13:40	2
2018/7/22 13:45	2
2018/7/22 13:50	2
2018/7/22 13:55	3
2018/7/22 14:00	2
2018/7/22 14:05	2
2018/7/22 14:10	1
2018/7/22 14:15	4
2018/7/22 14:20	3
2018/7/22 14:25	3
2018/7/22 14:40	3
2018/7/22 14:45	3
2018/7/22 14:50	4
2018/7/22 14:55	2
2018/7/22 15:00	3
2018/7/22 15:05	3
2018/7/22 15:15	5
2018/7/22 15:20	2
2018/7/22 15:25	4
2018/7/22 15:30	2
2018/7/22 15:35	3
2018/7/22 15:40	2
2018/7/22 15:45	3
2018/7/22 15:50	5
2018/7/22 16:00	5
2018/7/22 16:05	4
2018/7/22 16:10	7
2018/7/22 16:15	1
2018/7/22 16:20	2
2018/7/22 16:25	5
2018/7/22 16:30	2
2018/7/22 16:35	3
2018/7/22 16:40	5
2018/7/22 16:45	1
2018/7/22 16:50	5
2018/7/22 16:55	5
2018/7/22 17:00	2
2018/7/22 17:05	4
2018/7/22 17:10	4
2018/7/22 17:15	2
2018/7/22 17:20	3
2018/7/22 17:25	4
2018/7/22 17:30	3
2018/7/22 17:35	8
2018/7/22 17:40	5
2018/7/22 17:50	4
2018/7/22 17:55	5
2018/7/22 18:00	1
2018/7/22 18:05	1
2018/7/22 18:10	9
2018/7/22 18:15	3
2018/7/22 18:25	6
2018/7/22 18:30	5
2018/7/22 18:40	2
2018/7/22 18:45	4
2018/7/22 18:50	1
2018/7/22 18:55	2
2018/7/22 19:00	1
2018/7/22 19:05	4
2018/7/22 19:10	2
2018/7/22 19:15	4
2018/7/22 19:20	3
2018/7/22 19:25	5
2018/7/22 19:35	2
2018/7/22 19:40	5
2018/7/22 19:45	2
2018/7/22 19:50	7
2018/7/22 19:55	2
2018/7/22 20:00	2
2018/7/22 20:05	1
2018/7/22 20:10	4
2018/7/22 20:15	1
2018/7/22 20:20	3
2018/7/22 20:25	3
2018/7/22 20:30	1
2018/7/22 20:35	2
2018/7/22 20:40	1
2018/7/22 20:45	2
2018/7/22 20:50	4
2018/7/22 20:55	4
2018/7/22 21:05	3
2018/7/22 21:10	4
2018/7/22 21:15	3
2018/7/22 21:25	4
2018/7/22 21:30	1
2018/7/22 21:35	3
2018/7/22 21:40	1
2018/7/22 21:45	3
2018/7/22 21:50	2
2018/7/22 22:00	2
2018/7/22 22:05	3
2018/7/22 22:10	3
2018/7/22 22:20	2
2018/7/22 22:30	1
2018/7/22 22:35	2
2018/7/22 22:40	1
2018/7/22 22:50	1
2018/7/22 23:00	1
2018/7/22 23:15	1
2018/7/22 23:25	1
2018/7/22 23:35	1
2018/7/22 23:45	1
2018/7/22 23:55	4
